participant_id,fold,method,candidate_id,block_id,true_process_variance,true_observation_variance,conditional_update_nll,conditional_update_mse
44,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.783867625371172,10.806225544155451
44,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7198617616960874,7.153257788772366
44,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7933605037254803,11.348006820791175
45,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.0259856217573176,24.6244787949248
45,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.4983276953562683,51.58217087649261
45,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.5847884659351674,56.51669388572179
45,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.4948275393762986,51.382408601608795
55,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.722040838616885,7.277622921451157
55,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.359760594721329,43.673814961698646
55,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.243407826723795,37.03328415186274
55,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.068909712970246,27.074259363872695
65,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6780643839458116,4.767781452472973
65,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.799520264507868,11.699559104081331
65,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.9298673655862593,19.138779980220725
65,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.3660653718481726,44.033643674676426
81,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,4.5895340788934895,113.85992957942375
81,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.695589940118896,62.84039907774508
81,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.1245000044416487,30.24693028177841
81,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.006053760805664,80.55931201889278
84,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7490629518472183,8.819839566066834
84,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9045702331726524,17.69501211733139
84,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.2534064614357185,37.60393015370283
84,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.3133487607898906,41.024980572393524
87,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.8384221976077617,13.919785487672776
87,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.885853132091582,16.626782383404546
87,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.8333349372953793,13.62944337185178
87,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.7781102936115127,67.55003305755625
88,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.0302972563839057,24.870554097398255
88,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,4.274741917686593,95.89398789049433
88,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.604207421805501,57.62498015145572
88,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.328805699723334,98.97953726323328
93,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6261541062302323,1.805137722976527
93,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.8332645246757413,13.625424755207376
93,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.709645867679601,63.642604488360355
93,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.06553157916178,26.88146118621914
94,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7655993345943153,9.763610487938356
94,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9163448111968977,18.3670154524345
94,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7604449248850043,9.46943599539925
94,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.8471958743657413,14.420520208725081
96,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6960915472239946,5.7966347855131515
96,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.71549619431936,6.90410441523003
96,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.9671268415125263,21.26526740381135
96,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.9924330612280294,22.709553900758618
117,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.193248141704871,34.17055093534924
117,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.213983847034931,35.353987242690536
117,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.622846057537366,58.6887316801979
117,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,5.238197851739893,150.88072283551753
121,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.636456082132465,2.393096132203322
121,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.6317621774999607,2.12520376602222
121,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.688466191785502,5.361437509189391
121,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.8128202022869964,12.45861836937598
122,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9704234960608313,21.453415365172027
122,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.309283492731998,40.79296599935609
122,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.468066908128366,49.85511535924844
122,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.4029398041128083,46.13815573539259
128,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6459853660001853,2.9369551585791163
128,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7217353767311807,7.260189480905122
128,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7275525142185693,7.5921874331229935
128,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.675516579217242,4.622372141730368
129,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9414427572313357,19.799415272169043
129,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.469644431527018,49.9451483933762
129,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.189016249551719,33.92902672659552
129,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.13393042379898,30.785146874041647
148,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.525578908353085,53.137462792836175
148,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,4.168342342564021,89.8215096081567
148,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.5923331189562626,56.947285282027586
148,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.823744053320147,70.1544608896492
149,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.067770398789815,27.009235978117097
149,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,4.137139231510173,88.04067341592959
149,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.2194546647690814,35.666219898121575
149,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.441208866578861,105.39465488762082
153,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.8214039206979136,12.948511713141208
153,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.8579816942350327,15.036092750608136
153,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.1255658669234454,30.307761603381106
153,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.901530509199023,17.521527798499267
161,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.661250812662369,3.8081907177390573
161,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.6280569707003885,58.986130960008424
161,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,4.4492801147590475,105.85530032938198
161,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.030835227338159,81.97364959636606
170,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.731077398482239,64.86575321998215
170,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.8802856447940317,73.38142477440567
170,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,4.936522043351494,133.66336277900572
170,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.999111905062043,137.2355159148992
172,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.008142188079442,23.606111349693876
172,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.9792053804407432,79.02701072451161
172,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,4.032713882475539,82.08086893919338
172,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.896778325962402,17.250309332966644
178,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6405841030248896,2.6286921596254835
178,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7092751799382317,6.549056242528301
178,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.6837648799088827,5.093122393866959
178,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.676398458591798,4.672703107276639
188,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.842727859947846,14.165519937468474
188,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,4.038297153519095,82.3995195740041
188,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.3472071522364977,42.957359968622825
188,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,5.491401901379008,165.33168366559764
190,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6515323864700804,3.253536886432058
190,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7938348677646885,11.375079911287028
190,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.854121640172856,14.81579023122103
190,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7408632025091664,8.351860255824565
191,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7629642477789753,9.613219779706775
191,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9214114790339942,18.65618230642939
191,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.332136865797829,42.09726267028312
191,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.0461177910226582,25.773469855267773
193,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.880803408937337,16.338582602995213
193,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.5852727757046394,56.54433460283604
193,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.1853976396908075,33.72250400535981
193,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.163195214629405,89.52775070391897
196,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7573471489718164,9.292638513504135
196,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9344994310253316,19.403143035700285
196,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.3915027063894425,45.48541320838433
196,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.5353351883600315,53.69427703189995
197,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.723391720297604,7.354720970562049
197,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.1775404491502206,33.27407534516129
197,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.891211251392658,16.932583069661774
197,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.8139336249275844,69.59455627268404
198,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.704817744006111,6.294659710760877
198,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.98699002120476,22.398906585737667
198,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.954863798276786,20.565386190577037
198,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.4129958082316234,46.71207594652369
200,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7435217675624806,8.503590923262228
200,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.8849310017577063,16.574154199321125
200,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,7.717472977778945,292.3788852244956
200,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,9.510897100801962,394.73389017194756
209,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6464473253766023,2.963320285294931
209,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7343515003946477,7.980221838792226
209,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.771641096052331,10.10842826750749
209,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7551471287283897,9.16707809530207
213,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.0149238446083544,23.993156710943236
213,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.8363385361231788,70.87325815186183
213,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.942803759217835,19.877090911340655
213,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.592236456314112,56.941768513802735
214,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7809764143628577,10.641217215528034
214,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9470906800660823,20.121755739363625
214,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.9133394718239822,18.19549354502031
214,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.9503772486093154,20.309328068287023
220,3,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.083826162186694,27.92557680392944
220,3,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.407074430374759,46.37412874705506
220,3,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,4.2523972440126085,94.6187239107756
220,3,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.7343532329387434,65.05271292889766
6,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9046839568694307,17.030873385242995
6,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.08525081754264,27.929925968383152
6,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.0470559987233976,25.624478904827967
6,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.3142454547101137,41.752089029978066
14,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.029018521395574,24.535733089952526
14,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.378120008818541,45.60757015955433
14,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.958303744245655,20.267374700774678
14,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.463730596730887,111.13524693455334
24,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6643671429850375,2.525301424954113
24,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.70512830891293,4.985653724051886
24,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.985220587179196,21.892080836834293
24,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.822199662006205,12.05210450347936
27,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6625405357921403,2.415047041785972
27,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7133536816204122,5.482138900349104
27,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7759261440828595,9.259025512278582
27,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.8461477691653996,13.497617141964662
29,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9125513699719825,17.50575204668904
29,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.4879141370285183,52.23476615897018
29,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.7416417058864404,67.54981402802309
29,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,5.145133710841634,152.26487804914223
33,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.671611596404984,2.962578112745715
33,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.706640552853855,5.076933077135928
33,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7441971879592812,7.34385924140403
33,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7666478071977294,8.698983203196507
36,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.951542568354057,19.859268743282545
36,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9170601789322164,17.777904676256302
36,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.443155335692778,49.53311577031205
36,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.577713253886173,57.6550591900509
47,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9461821288164454,19.53571151815637
47,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.0478004598695527,25.669414731633616
47,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.3629464460292824,44.69169081105631
47,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.6886339444771687,64.35025472483626
51,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.792326621310263,10.248961666806672
51,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.2309021554135895,36.72147046520629
51,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.258662773071099,38.39710701590887
51,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.437245512626068,49.17639764318188
60,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7506855831894543,7.735500102469012
60,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7859752974669427,9.865594462643072
60,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7069743072259755,5.097078559191998
60,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.0196616408784798,23.970949871206024
71,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,3.6131412417674125,59.793499773183754
71,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.0795090864977857,27.583353910017625
71,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.5273495765669227,54.61509734247669
71,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.431233962605802,48.81353925636171
75,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.863779499515355,14.56187198639978
75,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.341755013358185,43.41257160760311
75,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.5842073713758684,58.04704544786916
75,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.044914448029291,85.85541867399479
77,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.710442543458145,5.306422006401635
77,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.8392303744128697,13.080081782125802
77,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.8838824715552582,15.775291483883555
77,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7888748395198477,10.040611413061407
78,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.8959847880714613,16.50578978017178
78,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7162216853892747,5.655252193502314
78,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.724606901709453,6.161385562902933
78,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.0239095278245265,24.227353194715036
80,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,4.191513782562934,94.70418444296506
80,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.7762473633301354,69.63861857802056
80,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,4.384529393377063,106.35464612672537
80,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,4.807610679242039,131.8919189374337
83,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7017297808090066,4.7805178736979235
83,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.836374660830029,12.90771032711058
83,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7149107055277586,5.576121181350758
83,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.306747122761321,41.29948818234178
85,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7837740882819317,9.732729026734846
85,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.3845247777042515,45.99416331739048
85,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.313988782070371,41.736596217029046
85,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.1628212543607983,32.612093375105424
89,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.717934733993242,5.758652157053207
89,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7375680071668516,6.943720535051974
89,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.8866769401202528,15.943966177114907
89,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.9180599909902973,17.83825353625004
91,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.8532533786032332,13.926513178643088
91,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,3.1012495233856825,28.895611120107056
91,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.1400064889830497,31.23498947798382
91,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.2001760915454613,34.866838975667804
100,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.6688640361525438,2.7967348148390676
100,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.766980662344937,8.719074407853075
100,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.7145306721851656,5.553182291186584
100,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.7424796316051734,7.240187189134115
109,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.667931554466831,2.740450029870721
109,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.860045375659336,14.336479507918547
109,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.708719620570298,5.202426029059391
109,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.009110941725302,23.334107515800092
111,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.8853922256475757,15.866420549197242
111,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.9217913933598134,18.06348174525019
111,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.068989290864865,26.94837689740511
111,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.1882742156841988,34.14843931824297
114,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9093284416064176,17.31121543240098
114,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.854630115175803,14.009613279301773
114,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.910914064391149,17.406923947481676
114,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.04394718661771,25.436830371289364
135,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.843668444035348,13.347964570820697
135,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.978586512328608,21.4916467241324
135,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.37326581775581,45.31457019575107
135,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.355998611998767,44.27231813018239
137,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.9856329884728954,21.916973463136973
137,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.8556968042388498,14.073998848971994
137,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.769924085722865,8.896740044010663
137,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,3.0782953725725632,27.510093889643063
146,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.668291495098957,2.7621761199280175
146,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.7956938122108195,10.45220599716621
146,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,2.8033231732210364,10.912715785707086
146,4,factorized_local_em,factorized_local_em:2fe494fe42f9,3,49.0,64.0,2.9621584836967663,20.50004756120614
147,4,factorized_local_em,factorized_local_em:2fe494fe42f9,0,4.0,16.0,2.7233088670662005,6.083035926769287
147,4,factorized_local_em,factorized_local_em:2fe494fe42f9,1,49.0,16.0,2.822762582335703,12.086082489519784
147,4,factorized_local_em,factorized_local_em:2fe494fe42f9,2,4.0,64.0,3.3043021999373634,41.151912141418805
